,역사_ID,역사명,호선,위도,경도,주소
199,3134,테크노파크,인천1호선,37.382268,126.656365,"테크노파크, 지하150, 송도국제대로, 송도동, 송도1동, 연수구, 인천광역시, 21984, 대한민국"
200,3133,캠퍼스타운,인천1호선,37.387855,126.661673,"캠퍼스타운, 송도국제대로, 송도동, 송도1동, 연수구, 인천광역시, 21984, 대한민국"
201,3132,동막,인천1호선,37.397878,126.674005,"승기천 자전거길, 동춘2동, 연수구, 인천광역시, 21699, 대한민국"
202,3131,동춘,인천1호선,37.404737,126.681015,"E-Mart, 경원대로, 동춘3동, 연수구, 인천광역시, 21974, 대한민국"
203,3130,원인재,인천1호선,37.412333,126.687869,"경원대로, 연수2동, 연수구, 인천광역시, 21931, 대한민국"
204,3129,신연수,인천1호선,37.41804,126.693863,"함박뫼로, 연수 대림e편한세상1차아파트, 연수3동, 연수구, 인천광역시, 21936, 대한민국"
205,3128,선학,인천1호선,37.426684,126.698863,"경원대로, 선학동, 연수구, 인천광역시, 21938, 대한민국"
206,3127,문학경기장,인천1호선,37.434935,126.698579,"예술로, 선학동, 연수구, 인천광역시, 22241, 대한민국"
207,3126,인천터미널,인천1호선,37.442383,126.699706,"관교동, 미추홀구, 인천광역시, 22241, 대한민국"
208,3125,예술회관,인천1호선,37.449396,126.701012,"예술로, 인천광역시교육청, 구월1동, 남동구, 인천광역시, 21558, 대한민국"
209,3124,인천시청,인천1호선,37.457263,126.702143,"예술로, 인천광역시교육청, 간석1동, 남동구, 인천광역시, 21558, 대한민국"
210,3123,간석오거리,인천1호선,37.467048,126.707938,"간석4동, 남동구, 인천광역시, 21544, 대한민국"
211,3122,부평삼거리,인천1호선,37.477679,126.710208,"경인로, 부평동, 부평구, 인천광역시, 21435, 대한민국"
212,3121,동수,인천1호선,37.485312,126.718247,"경인로, 부평동, 부평구, 인천광역시, 21408, 대한민국"
213,3120,부평,인천1호선,37.490535,126.723453,"광장로, 부평동, 부평구, 인천광역시, 21404, 대한민국"
214,3119,부평시장,인천1호선,37.498383,126.722244,"부평시장, 부평대로, 부평동, 부평구, 인천광역시, 21393, 대한민국"
215,3118,부평구청,인천1호선,37.508407,126.720555,"부평대로, 갈산동, 청천2동, 부평구, 인천광역시, 21333, 대한민국"
216,3117,갈산,인천1호선,37.517268,126.721514,"부평대로, 갈산동, 청천2동, 부평구, 인천광역시, 21333, 대한민국"
217,3116,작전,인천1호선,37.530415,126.722527,"계양대로, 작전동, 작전2동, 계양구, 인천광역시, 21111, 대한민국"
218,3115,경인교대입구,인천1호선,37.538157,126.722597,"계양대로, 계산동, 계산1동, 계양구, 인천광역시, 21054, 대한민국"
219,3114,계산,인천1호선,37.543238,126.728128,"경명대로, 계산2동, 계양구, 인천광역시, 21050, 대한민국"
220,3113,임학,인천1호선,37.545059,126.738665,"임학, 장제로875번길, 임학동, 계양2동, 계양구, 인천광역시, 21035, 대한민국"
221,3112,박촌,인천1호선,37.553703,126.745077,"박촌, 장제로995번길, 박촌동, 계양1동, 계양구, 인천광역시, 21022, 대한민국"
222,3111,귤현,인천1호선,37.566379,126.742654,"귤현, 장제로, 계양3동, 계양구, 인천광역시, 21015, 대한민국"
223,3110,계양,인천1호선,37.571449,126.73578,"계양, 다남로, 귤현동, 계양1동, 계양구, 인천광역시, 21015, 대한민국"
224,2828,남위례,8호선,37.4624,127.13977,"남위례, 간이골지하차도, 복정동, 수정구, 성남시, 13646, 대한민국"
225,2827,모란,8호선,37.433824,127.129837,"모란고가교, 산성대로, 둔전동, 중원구, 성남시, 경기도, 13314, 대한민국"
226,2826,수진,8호선,37.437428,127.140722,"수진, 산성대로, 성남동, 중원구, 성남시, 경기도, 13356, 대한민국"
227,2825,신흥,8호선,37.440918,127.147564,"산성대로, 중앙동, 중원구, 성남시, 13354, 대한민국"
228,2824,단대오거리,8호선,37.44521,127.156866,"희망로, 수정구, 성남시, 13179, 대한민국"
229,2823,남한산성입구(성남법원.검찰청),8호선,37.451535,127.159816,"남한산성입구, 산성대로, 양지동, 수정구, 성남시, 13136, 대한민국"
230,2822,산성,8호선,37.457122,127.149908,"산성, 헌릉로, 산성동, 수정구, 성남시, 13115, 대한민국"
231,2821,복정,8호선,37.471052,127.126732,"GS25, 송파대로, 위례동, 송파구, 서울특별시, 05845, 대한민국"
232,2820,장지,8호선,37.478703,127.126191,"장지역.가든파이브(중), 송파대로, 장지동, 문정2동, 송파구, 서울특별시, 05838, 대한민국"
233,2819,문정,8호선,37.485855,127.1225,"문정, 송파대로, 문정동, 문정2동, 송파구, 서울특별시, 05806, 대한민국"
234,2818,가락시장,8호선,37.492888,127.118398,"송파대로, 가락1동, 송파구, 서울특별시, 05833, 대한민국"
235,2817,송파,8호선,37.499703,127.112183,"송파, 송파대로, 석촌동, 가락1동, 송파구, 서울특별시, 05676, 대한민국"
236,2816,석촌,8호선,37.505557,127.106832,"송파대로, 석촌동, 송파구, 서울특별시, 05616, 대한민국"
237,2815,잠실(송파구청),8호선,37.514692,127.104338,"롯데월드몰, 300, 올림픽로, 신천동, 잠실6동, 송파구, 서울특별시, 05551, 대한민국"
238,2814,몽촌토성(평화의문),8호선,37.517409,127.112359,"올림픽로, 오륜동, 행정동, 송파구, 서울특별시, 05543, 대한민국"
239,2813,강동구청,8호선,37.530341,127.120508,"올림픽로, 성내동, 성내1동, 강동구, 서울특별시, 05391, 대한민국"
240,2812,천호(풍납토성),8호선,37.538113,127.123254,"올림픽로, 성내2동, 강동구, 서울특별시, 05519, 대한민국"
241,2811,암사,8호선,37.55021,127.127562,"올림픽로, 암사1동, 강동구, 서울특별시, 05241, 대한민국"
242,2810,암사역사공원,8호선,37.55695,127.13702,"아리수로, 암사동, 암사3동, 강동구, 서울특별시, 05236, 대한민국"
243,2809,장자호수공원,별내선,37.58738,127.13794,"장지호수공원, 체육관로, 구리시, 11948, 대한민국"
244,2808,구리,별내선,37.60262,127.1407,"건원대로, 수택동, 구리시, 경기도, 11926, 대한민국"
245,2807,동구릉,별내선,37.61105,127.13793,"동구릉로, 인창동, 구리시, 11915, 대한민국"
246,2806,다산,별내선,37.62429,127.14973,"다산, 다산중앙로123번길, 다산1동, 남양주시, 12248, 대한민국"
247,2805,별내,별내선,37.64232,127.1276,"별내, 순화궁로, 별내동, 퇴계원리, 남양주시, 경기도, 12113, 대한민국"
248,2761,부평구청,7호선,37.507394,126.721599,"길주로, 부평동, 청천2동, 부평구, 인천광역시, 21335, 대한민국"
249,2760,굴포천,7호선,37.506997,126.73128,"장제로, 부평동, 부평구, 인천광역시, 21355, 대한민국"
250,2759,삼산체육관,7호선,37.506411,126.742153,"길주로, 부개동, 삼산동, 부평구, 인천광역시, 14505, 대한민국"
251,2758,상동,7호선,37.505781,126.753083,"메가플러스, 90, 상동로, 원미구, 부천시, 경기도, 14545, 대한민국"
252,2757,부천시청,7호선,37.504631,126.763538,"189, 길주로, 중동, 원미구, 부천시, 경기도, 14538, 대한민국"
253,2756,신중동,7호선,37.503048,126.77596,"계남고가도로, 중동, 원미구, 부천시, 경기도, 14548, 대한민국"
254,2755,춘의,7호선,37.503663,126.787036,"부천로, 원미구, 부천시, 경기도, 14488, 대한민국"
255,2754,부천종합운동장,7호선,37.50538,126.797337,"소사로, 춘의동, 원미구, 부천시, 경기도, 14553, 대한민국"
256,2753,까치울,7호선,37.506207,126.810939,"까치울역 2번출구, 길주로, 부천시, 경기도, 14478, 대한민국"
257,2752,온수(성공회대입구),7호선,37.492092,126.823023,"4, 부일로, 온수동, 수궁동, 구로구, 서울특별시, 08259, 대한민국"
258,2751,천왕,7호선,37.486637,126.838713,"오리로, 오류동, 오류2동, 구로구, 서울특별시, 08363, 대한민국"
259,2750,광명사거리,7호선,37.479252,126.854876,"오리로, 광명4동, 광명시, 경기도, 14220, 대한민국"
260,2749,철산,7호선,37.47605,126.867911,"20, 철산로, 철산상업지구, 철산3동, 광명시, 14238, 대한민국"
261,2748,가산디지털단지,7호선,37.480338,126.882656,"1, 벚꽃로40길, 가산동, 금천구, 서울특별시, 08510, 대한민국"
262,2747,남구로,7호선,37.486056,126.887249,"남구로, 7, 도림로, 가리봉동, 구로4동, 구로구, 서울특별시, 08320, 대한민국"
263,2746,대림(구로구청),7호선,37.493013,126.897075,"금탑, 134 (대림동,지하1층), 도림로, 대림2동, 영등포구, 서울특별시, 07419, 대한민국"
264,2745,신풍,7호선,37.50008,126.90993,"60계치킨서울신풍역점, 33, 신영빌딩 1층 (신길동), 신풍로, 신길6동, 영등포구, 서울특별시, 07435, 대한민국"
265,2744,보라매,7호선,37.499872,126.920428,"보스톤커피(일반음식점), 142,, 여의대방로, 대방동, 동작구, 서울특별시, 07056, 대한민국"
266,2743,신대방삼거리,7호선,37.499701,126.928276,"유태우스시, 113, 보라매로, 대방동, 동작구, 서울특별시, 07042, 대한민국"
267,2742,장승배기,7호선,37.504898,126.93915,"아마르, 181, 상도로, 상도2동, 동작구, 서울특별시, 06937, 대한민국"
268,2741,상도,7호선,37.502834,126.94791,"구구족 배달 상도역점, 274-1,, 상도로, 상도1동, 동작구, 서울특별시, 06968, 대한민국"
269,2740,숭실대입구(살피재),7호선,37.496029,126.953822,"숭실대입구역2번출구, 상도로, 상도1동, 동작구, 서울특별시, 06971, 대한민국"
270,2739,남성,7호선,37.484596,126.971251,"뉴욕샌드위치남성역점, 206, 사당로, 사당동, 사당5동, 동작구, 서울특별시, 07004, 대한민국"
271,2738,이수,7호선,37.485196,126.981605,"(주) 세녹코리아, 304,, 사당로, 사당1동, 동작구, 서울특별시, 07008, 대한민국"
272,2737,내방,7호선,37.487618,126.993513,"블루노트, 101, 서초대로, 방배본동, 서초구, 서울특별시, 06573, 대한민국"
273,2736,고속터미널,7호선,37.503367,127.005068,"고속터미널역 3번출구, 사평대로, 서래마을, 반포4동, 서초구, 서울특별시, 06591, 대한민국"
274,2735,반포,7호선,37.508178,127.011727,"신반포로, 반포1동, 서초구, 서울특별시, 06522, 대한민국"
275,2734,논현,7호선,37.511093,127.021415,"강남대로, 논현1동, 강남구, 서울특별시, 06044, 대한민국"
276,2733,학동,7호선,37.514229,127.031656,"스팀피쳐, 208,, 학동로, 논현2동, 강남구, 서울특별시, 06058, 대한민국"
277,2732,강남구청,7호선,37.517179,127.041255,"강남구청, 선릉로, 논현2동, 강남구, 서울특별시, 06059, 대한민국"
278,2731,청담,7호선,37.519365,127.05335,"학동로, 삼성동, 삼성1동, 강남구, 서울특별시, 06074, 대한민국"
279,2730,뚝섬유원지,7호선,37.53154,127.066704,"누룽지통닭뚝섬유원지점, 7, 능동로, 자양동, 자양4동, 광진구, 서울특별시, 05096, 대한민국"
280,2729,건대입구,7호선,37.540786,127.071011,"우반장, 109, 능동로, 모진동, 화양동, 광진구, 서울특별시, 05030, 대한민국"
281,2728,어린이대공원(세종대),7호선,37.548014,127.074658,"세종대학교, 209, 능동로, 군자동, 광진구, 서울특별시, 05006, 대한민국"
282,2727,군자(능동),7호선,37.556897,127.079338,"능동사거리 횡단보도, 군자동, 광진구, 서울특별시, 04919, 대한민국"
283,2726,중곡,7호선,37.565923,127.08432,"보건행정복지타운, 400, 능동로, 중곡3동, 광진구, 서울특별시, 04908, 대한민국"
284,2725,용마산,7호선,37.573647,127.086727,"1동, 228, 용마산로, 면목4동, 중랑구, 서울특별시, 02255, 대한민국"
285,2724,사가정,7호선,37.580894,127.088478,"326, 면목로, 면목동, 면목3·8동, 중랑구, 서울특별시, 02214, 대한민국"
286,2723,면목,7호선,37.588579,127.087503,"418, 면목로, 면목본동, 중랑구, 서울특별시, 02219, 대한민국"
287,2722,상봉(시외버스터미널),7호선,37.595577,127.085716,"491, 면목로, 상봉2동, 중랑구, 서울특별시, 02098, 대한민국"
288,2721,중화,7호선,37.602545,127.079264,"동일로, 중화동, 중화1동, 중랑구, 서울특별시, 02102, 대한민국"
289,2720,먹골,7호선,37.610637,127.077725,"묵동우체국, 895, 동일로, 묵2동, 중랑구, 서울특별시, 02088, 대한민국"
290,2719,태릉입구,7호선,37.618294,127.075397,"985, 동일로, 공릉1동, 노원구, 서울특별시, 01844, 대한민국"
291,2718,공릉(서울과학기술대),7호선,37.625742,127.072896,"동일로, 공릉1동, 노원구, 서울특별시, 01844, 대한민국"
292,2717,하계,7호선,37.636352,127.06799,"동일로, 하계동, 하계1동, 노원구, 서울특별시, 01783, 대한민국"
293,2716,중계,7호선,37.644583,127.064303,"동일로, 중계2·3동, 노원구, 서울특별시, 01768, 대한민국"
294,2715,노원,7호선,37.654836,127.060462,"동일로, 상계2동, 노원구, 서울특별시, 01689, 대한민국"
295,2714,마들,7호선,37.66494,127.057675,"동일로, 상계9동, 노원구, 서울특별시, 01678, 대한민국"
296,2713,수락산,7호선,37.67785,127.055315,"수락산, 지하 1662, 동일로, 상계1동, 노원구, 서울특별시, 01612, 대한민국"
297,2712,도봉산,7호선,37.689241,127.046509,"964-40, 도봉로, 도봉2동, 도봉구, 서울특별시, 01318, 대한민국"
298,2711,장암,7호선,37.700109,127.053196,"121, 동일로, 장암동, 의정부시, 경기도, 11725, 대한민국"
299,2649,신내,6호선,37.613174,127.102231,"신내역, 20, 신내역로, 신내1동, 중랑구, 서울특별시, 02053, 대한민국"
300,2648,봉화산(서울의료원),6호선,37.617283,127.091401,"신내로, 신내동, 신내2동, 중랑구, 서울특별시, 02024, 대한민국"
301,2647,화랑대(서울여대입구),6호선,37.620064,127.084689,"북부간선도로, 묵1동, 중랑구, 서울특별시, 01828, 대한민국"
302,2646,태릉입구,6호선,37.617338,127.074735,"화랑로, 공릉1동, 노원구, 서울특별시, 01856, 대한민국"
303,2645,석계,6호선,37.614872,127.065595,"화랑로, 석관동, 성북구, 서울특별시, 02781, 대한민국"
304,2644,돌곶이,6호선,37.610537,127.056431,"북부간선도로, 석관동, 성북구, 서울특별시, 02772, 대한민국"
305,2643,상월곡(한국과학기술연구원),6호선,37.606377,127.048491,"북부간선도로, 석관동, 월곡2동, 성북구, 서울특별시, 02772, 대한민국"
306,2642,월곡(동덕여대),6호선,37.601948,127.041518,"월곡, 월곡로, 하월곡동, 월곡2동, 성북구, 서울특별시, 02751, 대한민국"
307,2641,고려대(종암),6호선,37.590508,127.036296,"고려대, 145, 안암로, 종암동, 성북구, 서울특별시, 02841, 대한민국"
308,2640,안암(고대병원앞),6호선,37.586272,127.029005,"공주밤빵, 지하 89, 안암역 지하1층 639-1703호 (안암동5가), 고려대로, 안암동2가, 안암동, 성북구, 서울특별시, 02841, 대한민국"
309,2639,보문,6호선,37.585274,127.019351,"지봉로, 보문동2가, 보문동, 성북구, 서울특별시, 02870, 대한민국"
310,2638,창신,6호선,37.579661,127.015241,"오복분식, 107, 지봉로, 숭인동, 숭인1동, 종로구, 서울특별시, 03108, 대한민국"
311,2637,동묘앞,6호선,37.572279,127.015653,"반구정 민물장어, 29,, 지봉로, 창신1동, 종로구, 서울특별시, 03121, 대한민국"
312,2636,신당,6호선,37.566154,127.016146,"신당역맛집 돈사돈, 257, 1층 (흥인동), 다산로, 흥인동, 2통, 신당동, 중구, 서울특별시, 04570, 대한민국"
313,2635,청구,6호선,37.560608,127.013986,"백두산 양꼬치, 193 (신당동,지상1층), 다산로, 4통, 신당동, 중구, 서울특별시, 04610, 대한민국"
314,2634,약수,6호선,37.554263,127.010358,"역전할머니맥주 서울약수점, 117, 2층 (신당동), 다산로, 한남동, 다산동, 중구, 서울특별시, 04597, 대한민국"
315,2633,버티고개,6호선,37.548013,127.007055,"다산로, 한남동, 약수동, 중구, 서울특별시, 04597, 대한민국"
316,2632,한강진,6호선,37.539631,127.001725,"이태원로, 한남동, 용산구, 서울특별시, 04399, 대한민국"
317,2631,이태원,6호선,37.534488,126.994302,"오퍼스 원, 182,, 이태원로, 이태원, 이태원1동, 용산구, 서울특별시, 04391, 대한민국"
318,2630,녹사평(용산구청),6호선,37.534675,126.986695,"이태원로, 용산동4가, 용산2가동, 용산구, 서울특별시, 04343, 대한민국"
319,2629,삼각지,6호선,37.535534,126.974032,"이태원로, 한강로1가, 한강로동, 용산구, 서울특별시, 04375, 대한민국"
320,2628,효창공원앞,6호선,37.539233,126.961384,"투림돈까스, 117,, 효창원로, 용문동, 용산구, 서울특별시, 04311, 대한민국"
321,2627,공덕,6호선,37.543555,126.951678,"(주)아워홈 에쓰오일마포점, 192,, 백범로, 43통, 공덕동, 마포구, 서울특별시, 04146, 대한민국"
322,2626,대흥(서강대앞),6호선,37.547771,126.942069,"메가엠지씨커피 대흥역점, 102,, 백범로, 2통, 대흥동, 마포구, 서울특별시, 04149, 대한민국"
323,2625,광흥창(서강),6호선,37.547456,126.931993,"독막로, 13통, 서강동, 마포구, 서울특별시, 04087, 대한민국"
324,2624,상수,6호선,37.547716,126.922852,"상수리, 86, 독막로, 24통, 서강동, 마포구, 서울특별시, 04074, 대한민국"
325,2623,합정,6호선,37.549209,126.913366,"29, 양화로, 합정동, 마포구, 서울특별시, 04071, 대한민국"
326,2622,망원,6호선,37.556094,126.910052,"맥도날드, 81, 월드컵로, 서교동, 마포구, 서울특별시, 04012, 대한민국"
327,2621,마포구청,6호선,37.563515,126.903343,"홍제천 자전거길, 연희동, 성산2동, 마포구, 서울특별시, 03712, 대한민국"
328,2620,월드컵경기장(성산),6호선,37.569532,126.899298,"증산로, 성산동, 성산2동, 마포구, 서울특별시, 03932, 대한민국"
329,2619,디지털미디어시티,6호선,37.576108,126.901391,"증산지하차도, 21통, 상암동, 마포구, 서울특별시, 03506, 대한민국"
330,2618,증산(명지대앞),6호선,37.583876,126.909645,"청록아파트, 299, 증산로, 증산동, 은평구, 서울특별시, 03497, 대한민국"
331,2617,새절(신사),6호선,37.591148,126.913629,"신현아파트, 389, 증산로, 신사동, 신사2동, 은평구, 서울특별시, 03442, 대한민국"
332,2616,구산,6호선,37.611377,126.91727,"더독동물병원, 140, 연서로, 대조동, 은평구, 서울특별시, 03388, 대한민국"
333,2615,연신내,6호선,37.618636,126.920625,"연서로, 대조동, 은평구, 서울특별시, 03350, 대한민국"
334,2614,독바위,6호선,37.618456,126.933031,"불광동, 불광1동, 은평구, 서울특별시, 03352, 대한민국"
335,2613,불광,6호선,37.610873,126.92939,"불광로, 대조동, 은평구, 서울특별시, 03397, 대한민국"
336,2612,역촌,6호선,37.606021,126.922744,"진흥로, 역촌동, 은평구, 서울특별시, 03461, 대한민국"
337,2611,응암,6호선,37.598605,126.915577,"hollys, 475, 증산로, 신사1동, 은평구, 서울특별시, 03449, 대한민국"
338,2566,하남시청(덕풍-신장),5호선,37.54205,127.20612,"하남대로, 덕풍동, 덕풍3동, 하남시, 12967, 대한민국"
339,2565,하남검단산,5호선,37.53972,127.22345,"하남검단산, 100, 대청로, 신장2동, 하남시, 12944, 대한민국"
340,2564,하남풍산,5호선,37.552034,127.203864,"GS25 S5하남풍산역점, 50, 덕풍서로, 덕풍3동, 하남시, 12932, 대한민국"
341,2563,미사,5호선,37.560927,127.193877,"오페라약국, 70, 미사강변동로, 미사1동, 하남시, 12912, 대한민국"
342,2562,강일,5호선,37.55749,127.17593,"강일, 산22-14, 고덕로, 강일동, 상일2동, 강동구, 서울특별시, 05216, 대한민국"
343,2561,마천,5호선,37.49499,127.152781,"14, 마천로57길, 마천1동, 송파구, 서울특별시, 05758, 대한민국"
344,2560,거여,5호선,37.493105,127.14415,"500, 오금로, 거여1동, 송파구, 서울특별시, 05772, 대한민국"
345,2559,개롱,5호선,37.498079,127.13482,"오금로, 오금동, 가락2동, 송파구, 서울특별시, 05742, 대한민국"
346,2558,오금,5호선,37.502057,127.127938,"자전거 전용, 가락동, 가락본동, 송파구, 서울특별시, 05824, 대한민국"
347,2557,방이,5호선,37.508857,127.126133,"양재대로, 방이1동, 송파구, 서울특별시, 05657, 대한민국"
348,2556,올림픽공원(한국체대),5호선,37.516201,127.130923,"올림픽프라자, 1222, 양재대로, 오륜동, 송파구, 서울특별시, 05649, 대한민국"
349,2555,둔촌동,5호선,37.527788,127.136248,"양재대로, 성내3동, 강동구, 서울특별시, 05376, 대한민국"
350,2554,상일동,5호선,37.556712,127.166417,"고덕로, 상일1동, 강동구, 서울특별시, 05224, 대한민국"
351,2553,고덕,5호선,37.555004,127.154151,"고덕로, 명일동, 명일2동, 강동구, 서울특별시, 05268, 대한민국"
352,2552,명일,5호선,37.55137,127.143999,"양재대로, 명일1동, 강동구, 서울특별시, 05257, 대한민국"
353,2551,굽은다리(강동구민회관앞),5호선,37.545477,127.142853,"1557, 양재대로, 천호1동, 강동구, 서울특별시, 05307, 대한민국"
354,2550,길동,5호선,37.537801,127.140004,"양재대로, 길동, 강동구, 서울특별시, 05350, 대한민국"
355,2549,강동,5호선,37.535804,127.132481,"천호대로, 성내2동, 강동구, 서울특별시, 05383, 대한민국"
356,2548,천호(풍납토성),5호선,37.53864,127.123308,"천호대로, 풍납1동, 송파구, 서울특별시, 05247, 대한민국"
357,2547,광나루(장신대),5호선,37.545303,127.10357,"광나루, 천호대로, 광장동, 광진구, 서울특별시, 04983, 대한민국"
358,2546,아차산(어린이대공원후문),5호선,37.551691,127.089761,"아차산, 천호대로, 구의동, 구의2동, 광진구, 서울특별시, 04992, 대한민국"
359,2545,군자(능동),5호선,37.557088,127.079577,"천호대로, 능동, 광진구, 서울특별시, 04929, 대한민국"
360,2544,장한평,5호선,37.56144,127.064623,"장한로, 용답동, 성동구, 서울특별시, 02633, 대한민국"
361,2543,답십리,5호선,37.566747,127.052704,"천호대로, 용답동, 성동구, 서울특별시, 02597, 대한민국"
362,2542,마장,5호선,37.5661,127.042973,"마장로, 마장동, 성동구, 서울특별시, 04748, 대한민국"
363,2541,왕십리(성동구청),5호선,37.56184,127.037059,"고산자로14길, 행당동, 행당1동, 성동구, 서울특별시, 04744, 대한민국"
364,2540,행당,5호선,37.557322,127.029476,"행당로, 행당동, 행당2동, 성동구, 서울특별시, 04714, 대한민국"
365,2539,신금호,5호선,37.554548,127.020331,"탐나종합어시장, 1, 행당로, 금호동1가, 금호1가동, 성동구, 서울특별시, 04721, 대한민국"
366,2538,청구,5호선,37.560276,127.013639,"왕놀부네포차, 296-20 (지상1층), 청구로, 17통, 신당동, 중구, 서울특별시, 04610, 대한민국"
367,2537,동대문역사문화공원,5호선,37.564665,127.005353,"몬돌이 김밥, 157-1, 1층 (광희동1가), 마른내로, 광희동1가, 중앙아시아거리, 중구, 서울특별시, 04558, 대한민국"
368,2536,을지로4가,5호선,37.567352,126.998032,"55-1, 창경궁로, 주교동, 을지로동, 중구, 서울특별시, 04545, 대한민국"
369,2535,종로3가,5호선,37.57254,126.990305,"노다지, 21,, 돈화문로11길, 묘동, 종로1·2·3·4가동, 종로구, 서울특별시, 03133, 대한민국"
370,2534,광화문(세종문화회관),5호선,37.571525,126.97717,"광화문, 172, 세종대로, 중학동, 종로1·2·3·4가동, 종로구, 서울특별시, 03141, 대한민국"
371,2533,서대문,5호선,37.565773,126.966641,"서대문, 통일로, 미근동, 충현동, 서대문구, 서울특별시, 03735, 대한민국"
372,2532,충정로(경기대입구),5호선,37.560236,126.9629,"벨프레시푸드(주) 소반, 8,, 충정로, 충정로3가, 충현동, 서대문구, 서울특별시, 03737, 대한민국"
373,2531,애오개,5호선,37.553736,126.95682,"나이스인프라(주), 217, 마포대로, 아현동, 마포구, 서울특별시, 04202, 대한민국"
374,2530,공덕,5호선,37.544431,126.951372,"공덕역, 마포대로, 43통, 아현동, 마포구, 서울특별시, 04146, 대한민국"
375,2529,마포,5호선,37.539574,126.945932,"(주)바닷가작은부엌마포역점, 38,, 마포대로, 18통, 도화동, 마포구, 서울특별시, 04168, 대한민국"
376,2528,여의나루,5호선,37.527098,126.932901,"여의동, 영등포구, 서울특별시, 07337, 대한민국"
377,2527,여의도,5호선,37.521747,126.924357,"수미산정, 42 (여의도동,여의도종합상가 411), 여의나루로, 여의동, 영등포구, 서울특별시, 07328, 대한민국"
378,2526,신길,5호선,37.517623,126.914839,"경인로112길, 영등포동2가, 영등포동, 영등포구, 서울특별시, 07248, 대한민국"
379,2525,영등포시장,5호선,37.522669,126.905139,"영등포시장, 영중로, 영등포동, 영등포구, 서울특별시, 07246, 대한민국"
380,2524,영등포구청,5호선,37.5242,126.89503,"양산로, 당산동2가, 당산1동, 영등포구, 서울특별시, 07264, 대한민국"
381,2523,양평,5호선,37.525569,126.886129,"양평, 양산로, 양평동2가, 양평1동, 영등포구, 서울특별시, 07270, 대한민국"
382,2522,오목교(목동운동장앞),5호선,37.524496,126.875181,"오목교, 오목로, 목1동, 양천구, 서울특별시, 08006, 대한민국"
383,2521,목동,5호선,37.526065,126.864931,"오목로, 목1동, 양천구, 서울특별시, 07993, 대한민국"
384,2520,신정(은행정),5호선,37.524997,126.856191,"오목로, 신정4동, 양천구, 서울특별시, 07783, 대한민국"
385,2519,까치산,5호선,37.531768,126.846683,"강서로, 화곡8동, 강서구, 서울특별시, 07757, 대한민국"
386,2518,화곡,5호선,37.541513,126.840461,"강서로, 화곡1동, 강서구, 서울특별시, 07702, 대한민국"
387,2517,우장산,5호선,37.548768,126.836318,"257, 강서로, 내발산동, 발산1동, 강서구, 서울특별시, 07639, 대한민국"
388,2516,발산,5호선,37.558598,126.837668,"272, 공항대로, 마곡지구도시개발지구, 가양1동, 강서구, 서울특별시, 07632, 대한민국"
389,2515,마곡,5호선,37.560183,126.825448,"마곡역 2번 출입구, 공항대로, 공항동, 강서구, 서울특별시, 07800, 대한민국"
390,2514,송정,5호선,37.561184,126.811973,"공항대로, 공항동, 강서구, 서울특별시, 07622, 대한민국"
391,2513,김포공항,5호선,37.562384,126.801292,"하늘길, 방화2동, 강서구, 서울특별시, 07612, 대한민국"
392,2512,개화산,5호선,37.572399,126.806171,"개화산역 2번 출구, 양천로, 방화2동, 강서구, 서울특별시, 07602, 대한민국"
393,2511,방화,5호선,37.577446,126.812741,"금낭화로, 방화동, 방화3동, 강서구, 서울특별시, 07511, 대한민국"
394,1982,부천종합운동장,서해선,37.505457,126.797289,"부천종합운동장, 길주로, 춘의동, 원미구, 부천시, 경기도, 14485, 대한민국"
395,1981,원종,서해선,37.5239,126.8049,"원종, 소사로, 원종동, 부천시, 경기도, 14431, 대한민국"
396,1980,김포공항,서해선,37.5617,126.8041,"김포공항, 하늘길, 방화2동, 강서구, 서울특별시, 07622, 대한민국"
397,1958,대화,일산선,37.676087,126.747569,"대화프라자, 1567, 중앙로, 대화동, 일산서구, 고양시, 경기도, 10381, 대한민국"
398,1957,주엽,일산선,37.670072,126.761334,"주엽역삼부르네상스오피스텔, 1425, 중앙로, 주엽동, 주엽1동, 일산서구, 고양시, 10386, 대한민국"
399,1956,정발산,일산선,37.659477,126.773359,"중앙로, 장항2동, 일산동구, 고양시, 10409, 대한민국"
400,1955,마두,일산선,37.652206,126.77762,"교보생명빌딩, 1181, 중앙로, 장항2동, 일산동구, 고양시, 10414, 대한민국"
401,1954,백석,일산선,37.643114,126.78787,"일산로, 백석동, 백석2동, 일산동구, 고양시, 10447, 대한민국"
402,1953,대곡,일산선,37.631626,126.811024,"71-81, 대주로107번길, 대장동, 능곡동, 덕양구, 고양시, 10506, 대한민국"
403,1952,화정,일산선,37.634592,126.83265,"화정, 화정로, 화정동, 화정2동, 덕양구, 고양시, 10497, 대한민국"
404,1951,원당,일산선,37.653324,126.843041,"1429, 고양대로, 성사2동, 덕양구, 고양시, 경기도, 10465, 대한민국"
405,1950,삼송,일산선,37.653083,126.895558,"삼송, 동송로, 삼송동, 삼송1동, 덕양구, 고양시, 10590, 대한민국"
406,1949,지축,일산선,37.648017,126.91397,"지효로, 효자동, 덕양구, 고양시, 10585, 대한민국"
407,1948,원흥,일산선,37.650658,126.872642,"원흥1로, 삼송2동, 덕양구, 고양시, 10560, 대한민국"
