행정동코드,남자0세부터9세생활인구수_출근시간대,남자0세부터9세생활인구수_퇴근시간대,남자10세부터14세생활인구수_출근시간대,남자10세부터14세생활인구수_퇴근시간대,남자15세부터19세생활인구수_출근시간대,남자15세부터19세생활인구수_퇴근시간대,남자20세부터24세생활인구수_출근시간대,남자20세부터24세생활인구수_퇴근시간대,남자25세부터29세생활인구수_출근시간대,남자25세부터29세생활인구수_퇴근시간대,남자30세부터34세생활인구수_출근시간대,남자30세부터34세생활인구수_퇴근시간대,남자35세부터39세생활인구수_출근시간대,남자35세부터39세생활인구수_퇴근시간대,남자40세부터44세생활인구수_출근시간대,남자40세부터44세생활인구수_퇴근시간대,남자45세부터49세생활인구수_출근시간대,남자45세부터49세생활인구수_퇴근시간대,남자50세부터54세생활인구수_출근시간대,남자50세부터54세생활인구수_퇴근시간대,남자55세부터59세생활인구수_출근시간대,남자55세부터59세생활인구수_퇴근시간대,남자60세부터64세생활인구수_출근시간대,남자60세부터64세생활인구수_퇴근시간대,남자65세부터69세생활인구수_출근시간대,남자65세부터69세생활인구수_퇴근시간대,남자70세이상생활인구수_출근시간대,남자70세이상생활인구수_퇴근시간대,여자0세부터9세생활인구수_출근시간대,여자0세부터9세생활인구수_퇴근시간대,여자10세부터14세생활인구수_출근시간대,여자10세부터14세생활인구수_퇴근시간대,여자15세부터19세생활인구수_출근시간대,여자15세부터19세생활인구수_퇴근시간대,여자20세부터24세생활인구수_출근시간대,여자20세부터24세생활인구수_퇴근시간대,여자25세부터29세생활인구수_출근시간대,여자25세부터29세생활인구수_퇴근시간대,여자30세부터34세생활인구수_출근시간대,여자30세부터34세생활인구수_퇴근시간대,여자35세부터39세생활인구수_출근시간대,여자35세부터39세생활인구수_퇴근시간대,여자40세부터44세생활인구수_출근시간대,여자40세부터44세생활인구수_퇴근시간대,여자45세부터49세생활인구수_출근시간대,여자45세부터49세생활인구수_퇴근시간대,여자50세부터54세생활인구수_출근시간대,여자50세부터54세생활인구수_퇴근시간대,여자55세부터59세생활인구수_출근시간대,여자55세부터59세생활인구수_퇴근시간대,여자60세부터64세생활인구수_출근시간대,여자60세부터64세생활인구수_퇴근시간대,여자65세부터69세생활인구수_출근시간대,여자65세부터69세생활인구수_퇴근시간대,여자70세이상생활인구수_출근시간대,여자70세이상생활인구수_퇴근시간대,총생활인구수_출근시간대,총생활인구수_퇴근시간대
11110515,654.5287113636364,391.52070000000003,417.06728409090914,249.47796136363638,869.2837340909092,512.7827772727273,441.01229318181817,440.374675,433.4896204545455,440.7859977272728,420.2459886363636,425.10761136363635,594.8222863636364,534.0184363636364,512.0004636363636,490.9254,657.3677636363636,594.0920909090909,590.5747022727272,550.4122681818181,490.2263045454545,414.200425,380.82109318181824,325.2054886363636,282.5247818181818,216.64442272727274,556.8170727272727,498.8478363636363,793.5629863636364,541.0410090909091,475.48063409090906,324.1766022727273,615.8152181818182,405.59405000000004,383.6486090909091,570.5365931818181,501.5751613636364,585.9354659090909,525.1954727272728,582.4701818181818,665.8919863636364,663.7109386363636,680.9601568181818,675.4328886363636,762.9177022727272,719.9453181818182,651.2797045454546,603.1638818181818,655.700440909091,569.696859090909,535.0379386363637,477.12112045454546,329.4932090909091,306.9671272727273,1028.0436545454545,961.5616431818181,15905.384956818183,14071.749784090907
11110530,239.43997272727273,409.12287727272724,106.417725,181.8324090909091,221.0493068181818,387.1543204545454,393.316475,703.6465613636364,835.757975,1146.6134363636365,1192.0954477272726,1318.3214931818181,1475.749090909091,1619.9391977272726,1592.8503363636364,1604.8663704545454,1677.1582022727273,1650.2104204545453,1560.7841272727273,1516.8437613636363,1238.093465909091,1149.9477522727273,661.9186022727273,663.679059090909,463.0663727272727,464.4339863636364,811.169225,771.4215863636364,308.55462045454544,536.5291886363636,165.29683863636365,287.4258772727273,446.42738636363634,571.4771,765.7760295454547,1340.7005522727272,1399.9487363636363,1685.51625,1461.3479431818182,1648.5606431818183,1665.1221272727273,1823.861465909091,1416.7504954545454,1468.5713477272727,1479.9668522727272,1565.9383818181816,1078.2415977272728,1235.917568181818,878.623165909091,1038.6165613636365,712.7963113636364,768.338825,509.2051340909091,521.5941886363636,1058.4487204545455,1119.2768363636364,25815.372304545457,29200.358063636362
11110540,71.28274772727274,54.246700000000004,54.61944090909091,41.565799999999996,297.5754318181818,209.23291363636363,355.7287568181818,414.01681136363635,190.18414772727274,233.01286590909092,217.92100454545454,201.596375,354.448775,285.03719318181817,368.4642227272727,276.38510909090905,349.7155909090909,253.00297954545456,322.80292727272723,231.99670227272728,260.02561136363636,218.13891818181818,163.26628181818182,134.89851590909092,117.74242954545456,86.51216818181818,233.394275,205.1057477272727,90.72447045454545,75.58860909090909,55.730638636363636,46.432925000000004,207.23676136363636,124.74584318181819,140.5291681818182,354.21873863636364,223.1474,317.01402954545455,220.24331818181818,266.76097500000003,248.54569545454544,284.7871272727273,244.29574545454545,251.32075227272728,278.86252272727273,271.12036363636366,186.81998863636363,209.13697954545452,184.32861136363636,204.64,151.04055909090908,147.29445681818183,124.68446136363636,124.56679090909091,287.7759840909091,284.57524090909095,6001.136886363636,5806.9516772727275
11110550,399.8111590909091,381.85830227272726,310.0080363636364,296.0876568181818,361.31465681818185,309.9738318181818,416.6768886363636,346.4726477272727,331.7200363636364,294.6221386363637,311.8344272727273,247.3911,413.5143,352.7814363636364,420.2236090909091,375.28099318181825,461.60719545454543,401.15296136363634,528.2058954545454,467.12854772727275,473.52451818181817,438.2816590909091,397.8822772727272,340.666025,274.9336409090909,233.03635227272727,646.4277795454545,587.5510090909091,571.0537681818182,414.86459545454545,406.7218659090909,295.47921136363635,716.7342113636364,371.2325727272727,392.3139590909091,337.00271363636364,345.54971363636366,269.75308409090906,325.182,283.4076181818182,425.575175,418.54323636363637,550.6221159090909,502.37267272727274,632.8203659090909,563.9019363636363,509.8410568181818,470.6947772727273,533.1493181818182,456.0081159090909,476.06827272727276,439.0662386363636,368.9284681818182,338.9211931818182,1009.4905295454545,1015.3184568181819,13011.73525909091,11248.851165909091
11110560,445.5456340909091,519.6307795454545,322.2776727272727,375.8658772727273,432.52472727272726,412.87727272727267,607.0145477272728,506.34515000000005,428.57475454545454,347.6077045454545,350.1209886363636,280.4469136363636,534.0933795454546,429.6980727272727,542.4606840909091,480.5953886363637,625.6690386363636,546.793725,658.0999,607.5282,674.4404068181818,610.5166795454545,614.0354704545454,545.3932386363637,459.40688863636365,391.80044772727274,926.4898931818182,911.3252840909091,622.7553068181818,649.5777318181819,363.8567431818182,379.5282409090909,764.2604272727273,524.6443431818182,473.9482545454546,363.19346818181816,382.9601772727273,325.1046636363636,443.05651363636366,364.5576136363636,650.8680886363636,555.9112886363636,638.3280704545455,602.4397636363636,768.131959090909,726.8680295454545,792.0207954545455,710.2836977272727,938.2632204545455,856.6495636363635,868.2632931818182,784.957275,616.6695272727274,574.2951522727273,1740.4554727272728,1672.2076477272726,17684.592170454547,16056.643072727275
11110570,156.0896840909091,170.10791818181818,99.82451818181818,108.78966818181817,233.87597727272725,215.38917045454545,255.22480909090908,217.8164818181818,192.82499318181817,141.39947954545457,189.31702272727273,150.69503636363635,204.74309318181815,178.54227727272726,198.22091363636363,172.7098840909091,241.8763772727273,194.53118636363635,210.96242045454545,173.24999318181818,212.20028181818182,197.52227954545452,213.05470227272727,180.10029545454546,141.16279545454543,145.87070454545454,348.40357727272726,325.28359772727276,189.85360454545454,233.55175454545454,120.01084545454546,147.63350681818181,184.0104909090909,192.4658409090909,218.11997499999998,158.8351340909091,225.1199090909091,147.22776136363635,216.34096363636363,182.21556590909088,250.87303636363637,226.49006363636363,251.69015454545453,243.68616818181818,325.4791181818182,268.42215,305.7692022727273,263.6545159090909,264.83575681818184,234.28596363636362,278.2433340909091,265.75379090909087,226.2436090909091,208.03170227272724,512.237734090909,482.2210818181818,6466.6089363636365,5826.482918181819
11110580,413.48531590909084,414.1613045454545,164.48549545454546,164.75440681818182,290.89755909090906,285.03602954545454,213.06048409090909,201.31074318181817,232.71000454545455,200.3300909090909,237.9855295454545,237.60762045454547,320.5959045454546,293.7283,377.5708818181818,361.43118863636363,394.9906795454545,377.9265045454545,358.9377909090909,333.3373931818182,303.2290704545455,298.20759545454547,195.2000227272727,199.90422272727272,174.16025454545453,168.81458636363638,310.6718772727273,319.72679999999997,282.5978318181818,297.8490022727273,135.21103181818182,142.50810681818183,245.07297272727274,273.05432954545455,282.7560159090909,259.3573318181818,320.10039318181816,263.84482045454547,300.67069545454547,262.79946363636367,369.62220227272724,373.635125,374.8657318181818,368.2101272727273,402.66639545454547,397.88349999999997,385.22952499999997,370.5048068181818,346.67185454545455,343.06384545454546,252.19568181818184,282.1209590909091,181.96120909090908,210.80706363636364,537.9102295454545,604.8765863636364,8405.512706818183,8306.791854545454
11110600,127.98704545454547,101.79070227272727,90.34357045454546,71.85207045454545,534.748234090909,334.1111909090909,162.28613181818181,195.61045909090907,203.3214227272727,195.11350909090908,295.0178090909091,214.75217727272727,533.1887704545454,295.982725,518.4552795454546,290.12794545454545,488.7340772727273,279.1682090909091,379.53375,232.38604318181817,350.2136659090909,239.8743409090909,170.77686136363636,135.89372272727272,104.17554318181818,80.71967954545454,231.34073863636365,203.7355568181818,139.42424545454546,143.3540659090909,79.36443863636363,81.60140227272727,243.78116136363636,180.47078636363636,174.63378409090907,336.1815159090909,252.04282272727275,275.7271840909091,236.53593636363638,238.65236363636362,297.34553863636364,235.49814318181816,218.0630840909091,207.30351363636365,312.1893159090909,274.5358340909091,261.86867045454545,227.66548636363635,245.95295227272726,205.76020909090906,175.12837272727273,148.51476363636363,115.90154772727273,105.17205909090909,401.1014568181818,346.6837409090909,7343.456104545455,5878.239420454545
11110615,570.4323159090909,604.7262431818182,179.72543636363636,190.53035227272724,390.11510227272726,877.8535363636364,1455.6971863636363,3034.6064772727273,2624.3489454545456,4110.515622727273,3190.5863750000003,4019.8151886363635,4353.542931818181,4631.669070454545,4307.235122727273,4511.384170454545,4557.437815909091,4880.496197727272,3910.8451386363636,4210.357690909091,3213.375404545455,3543.7913363636367,1970.329559090909,2413.6111522727274,1261.9313227272726,1608.1536,2074.8479613636364,2781.1398545454545,483.30189090909084,531.6364113636364,237.00327727272727,260.7057818181818,695.3632977272727,1211.0786522727274,2402.2601681818182,5267.066922727273,3290.1139500000004,4981.335329545454,3099.664934090909,4027.6091954545454,3261.051479545454,3638.626052272727,2588.1808522727274,2971.1470977272725,2599.3294159090906,3185.204793181818,2000.4443977272726,2557.8222818181816,1671.4621204545454,2366.4824795454547,1248.7796636363637,1639.8380863636362,944.1412568181818,1165.6706863636364,2096.263834090909,2318.655656818182,60677.81105,77541.53000227272
11110630,81.47805681818181,82.20601818181818,62.02037045454545,62.57452272727273,219.45018863636366,213.42653863636363,378.6061227272727,422.9186386363636,662.9666772727273,623.464,680.984115909091,590.1648386363636,772.3477545454546,712.0624272727273,821.4432022727273,719.6863681818181,940.0268136363636,843.8971818181818,935.5885159090908,877.992215909091,1010.5043590909091,943.7762818181818,766.3324045454546,689.1071999999999,509.6346863636364,482.7894795454545,818.5947409090909,775.7385227272728,102.74619545454544,85.25815227272727,107.41664772727272,89.13371590909091,129.9560909090909,196.34443181818185,556.8016181818182,679.0908045454545,718.1635,759.1647681818181,594.866925,601.3432545454546,591.2251136363636,577.3269636363636,502.5450522727273,474.96181136363634,543.4876181818182,531.8405795454545,583.4933522727273,641.8290386363636,617.8007113636363,664.0447204545454,622.6595954545454,626.5545522727273,400.5505181818182,416.4471204545454,1014.0595568181817,1004.9176500000001,15745.750488636364,15388.061677272728
