행정동코드,남자0세부터9세생활인구수_출근시간대,남자0세부터9세생활인구수_퇴근시간대,남자10세부터14세생활인구수_출근시간대,남자10세부터14세생활인구수_퇴근시간대,남자15세부터19세생활인구수_출근시간대,남자15세부터19세생활인구수_퇴근시간대,남자20세부터24세생활인구수_출근시간대,남자20세부터24세생활인구수_퇴근시간대,남자25세부터29세생활인구수_출근시간대,남자25세부터29세생활인구수_퇴근시간대,남자30세부터34세생활인구수_출근시간대,남자30세부터34세생활인구수_퇴근시간대,남자35세부터39세생활인구수_출근시간대,남자35세부터39세생활인구수_퇴근시간대,남자40세부터44세생활인구수_출근시간대,남자40세부터44세생활인구수_퇴근시간대,남자45세부터49세생활인구수_출근시간대,남자45세부터49세생활인구수_퇴근시간대,남자50세부터54세생활인구수_출근시간대,남자50세부터54세생활인구수_퇴근시간대,남자55세부터59세생활인구수_출근시간대,남자55세부터59세생활인구수_퇴근시간대,남자60세부터64세생활인구수_출근시간대,남자60세부터64세생활인구수_퇴근시간대,남자65세부터69세생활인구수_출근시간대,남자65세부터69세생활인구수_퇴근시간대,남자70세이상생활인구수_출근시간대,남자70세이상생활인구수_퇴근시간대,여자0세부터9세생활인구수_출근시간대,여자0세부터9세생활인구수_퇴근시간대,여자10세부터14세생활인구수_출근시간대,여자10세부터14세생활인구수_퇴근시간대,여자15세부터19세생활인구수_출근시간대,여자15세부터19세생활인구수_퇴근시간대,여자20세부터24세생활인구수_출근시간대,여자20세부터24세생활인구수_퇴근시간대,여자25세부터29세생활인구수_출근시간대,여자25세부터29세생활인구수_퇴근시간대,여자30세부터34세생활인구수_출근시간대,여자30세부터34세생활인구수_퇴근시간대,여자35세부터39세생활인구수_출근시간대,여자35세부터39세생활인구수_퇴근시간대,여자40세부터44세생활인구수_출근시간대,여자40세부터44세생활인구수_퇴근시간대,여자45세부터49세생활인구수_출근시간대,여자45세부터49세생활인구수_퇴근시간대,여자50세부터54세생활인구수_출근시간대,여자50세부터54세생활인구수_퇴근시간대,여자55세부터59세생활인구수_출근시간대,여자55세부터59세생활인구수_퇴근시간대,여자60세부터64세생활인구수_출근시간대,여자60세부터64세생활인구수_퇴근시간대,여자65세부터69세생활인구수_출근시간대,여자65세부터69세생활인구수_퇴근시간대,여자70세이상생활인구수_출근시간대,여자70세이상생활인구수_퇴근시간대,총생활인구수_출근시간대,총생활인구수_퇴근시간대
11110640,384.4832,384.38631363636364,212.4216659090909,212.36812272727275,335.52856363636363,553.4216204545454,823.2564272727273,1302.8140977272726,1166.1382,1431.012165909091,1221.3281477272728,1186.8819818181819,1375.8367045454545,1263.2676727272728,1354.6787000000002,1141.952665909091,1417.350009090909,1138.1739386363636,1535.721959090909,1043.0972795454545,1341.4217022727273,900.4923954545454,677.3921181818182,529.3678795454545,444.0443772727273,342.238725,1024.108434090909,733.0713818181817,364.7857977272727,354.04261136363635,250.19260454545454,242.8242431818182,323.9869795454546,971.0222090909091,1274.2530931818183,2567.4877386363637,1681.0723318181817,2259.6333272727275,1346.4585909090908,1624.3834045454546,1581.067890909091,1717.6258272727273,1216.4903386363637,1223.8749204545454,1235.9672386363636,1139.6536704545454,1052.5989181818184,978.6328909090909,963.5396681818182,867.4971886363637,748.0885886363635,648.3401863636363,510.1424181818182,406.3067613636364,1397.7843727272727,1142.0178272727271,27260.138952272726,28305.889088636366
11110650,543.7168318181818,497.54548636363637,413.3722659090909,378.26953636363635,1354.9820136363635,1383.2787613636365,1793.7630318181816,2434.7136636363634,1571.4803386363637,1953.5579772727274,804.9745318181817,1058.990375,808.0623272727272,974.3351045454546,786.4667227272727,886.1163863636364,887.4186181818181,968.6451727272728,893.237325,939.4016727272727,741.4518727272726,762.0586568181818,538.9136363636363,532.8868090909091,356.97364772727275,354.6298681818182,764.1607409090909,736.0684159090908,473.0475477272728,614.7182636363636,308.69316136363636,401.14211136363633,919.530134090909,1571.4609068181817,2982.0783250000004,4207.609470454546,1716.354659090909,2310.8245113636362,913.5513295454545,1295.884284090909,860.25655,1188.2937454545454,802.0320181818181,972.2752318181819,894.4314795454545,1072.3897386363637,943.9258522727273,1027.50355,762.6918431818181,824.2665886363636,712.3610977272727,715.2204090909091,469.97666363636364,467.2245136363636,1461.5524022727272,1348.2082272727273,26479.45701136364,31877.519461363638
11110670,53.59175454545455,55.14144318181818,37.23226590909091,38.30888636363636,83.97138409090908,83.28902954545454,220.09837045454543,250.63224318181818,220.20216363636365,259.1770181818182,227.45901818181818,230.3832818181818,314.312975,287.99447727272724,319.9748977272727,277.868075,348.6875477272727,324.090025,316.9950931818182,329.0104227272727,344.16790227272725,358.2987818181818,328.662025,324.58967954545454,224.0604181818182,239.23870909090908,389.81313181818183,391.2269022727273,47.967377272727276,56.333,23.54759090909091,27.65433181818182,61.75096818181817,81.91209545454545,285.1951204545454,321.31649772727275,311.82815454545454,305.12674772727274,267.43383863636365,245.15304318181816,308.7405386363637,269.86134090909087,251.30207727272727,229.01260227272726,328.6465886363636,255.80808181818182,373.6766431818182,328.9795545454545,368.8642431818182,351.79372727272727,345.7098136363636,317.48134090909093,250.4545272727273,218.19637045454547,517.8674818181818,478.23337727272724,7172.213911363637,6936.111188636364
11110680,119.51775681818181,119.24414772727273,80.96372954545454,80.77832727272727,106.45214318181819,90.29740227272727,376.2659454545455,255.16663863636361,285.32706136363635,222.58907272727274,224.23236136363633,181.5209409090909,270.6717159090909,228.67240454545455,269.53165681818183,238.5697386363636,321.4510931818182,304.60381136363634,326.3376159090909,352.0109727272727,430.0394318181818,456.2532068181818,325.32278409090907,365.95926136363636,236.3088613636364,257.7986931818182,425.82229545454544,452.4875068181818,86.55410454545455,63.39815227272727,64.65484545454545,47.35769545454546,104.4255909090909,96.00159090909091,360.1964613636364,263.2134613636363,352.4699977272727,253.94661136363638,249.83885681818182,215.93081136363637,277.75268636363637,246.35048181818183,183.23606818181818,171.15775681818184,267.9135477272727,233.50932272727275,390.2561590909091,372.06072954545454,502.0802681818182,480.3838340909091,398.77720000000005,375.1662772727273,280.1138681818182,283.5840613636364,722.12205,709.3047250000001,8038.636111363637,7417.3177204545445
11110690,155.8673090909091,115.4518659090909,81.29562954545455,60.216170454545455,128.92597954545454,81.30514545454545,188.1234681818182,126.90433863636363,168.04404318181818,123.8627590909091,132.75110227272728,108.24790454545455,228.43187500000002,174.25776136363638,222.15834318181817,167.8365590909091,194.83708636363636,160.9044159090909,178.31570454545454,162.24284772727273,185.8743681818182,166.7779590909091,174.07848636363636,153.39227727272726,112.288225,107.31707272727273,302.0129840909091,264.12956136363636,192.08279772727272,109.90395909090908,124.93918863636364,71.48642272727272,294.5515295454545,95.83508409090909,185.78648863636363,112.93084545454545,184.37868409090908,118.78512954545454,213.644975,144.74997499999998,228.336225,188.54809090909092,208.44192954545454,172.12719772727272,228.27702045454544,180.67427272727272,216.94301590909092,186.47257045454546,261.93685,208.71530681818183,198.40889318181817,177.01503863636364,150.60786590909092,123.83992272727274,424.7569931818182,373.66271590909093,5566.097070454546,4237.593211363636
11110700,150.03979318181817,184.9830772727273,71.10892045454545,87.66969318181818,92.25635909090909,115.16850681818183,241.59464318181818,207.6091090909091,226.8635863636364,227.63389545454547,213.80533181818183,210.87770227272725,311.4631068181818,335.02000681818186,264.86765681818184,274.5464431818182,267.49590454545455,290.87010909090907,266.01608863636363,302.570375,288.0608545454545,348.5847590909091,250.87342727272727,281.3274840909091,192.9970909090909,211.29290909090912,340.13276818181816,379.11217727272725,115.02276136363638,147.93165681818184,58.73512045454545,75.53967727272726,104.52178409090908,104.56696818181818,312.9742227272727,282.14464545454547,294.06,270.4437318181818,250.61995227272726,258.5503409090909,300.939575,296.3706909090909,261.9208727272727,277.6705,248.46212500000001,290.08974545454544,323.87525454545454,333.1937659090909,336.3173704545454,361.706525,283.4673272727273,321.64595,183.10452045454545,208.52010454545453,574.3876954545455,630.5357045454546,6825.984224999999,7316.176240909091
11110710,200.43441363636364,165.49760454545455,100.21717045454547,82.74883181818183,234.58387727272728,172.7414590909091,446.8381409090909,426.2695,623.6606727272728,571.0032954545454,557.1931409090909,507.1647477272727,550.5569636363635,551.1006772727274,475.1874181818182,462.0000477272728,556.5973113636363,542.6945999999999,583.5918272727273,595.0327977272727,574.5339068181819,589.2678113636364,459.8410431818182,464.97611136363633,355.4276909090909,361.6481477272727,578.0919522727273,573.8482136363637,136.7029090909091,135.0231681818182,56.83142272727273,56.13312272727273,185.12996363636364,160.90847045454547,795.6404227272727,699.0567090909091,847.8891568181818,766.4966795454546,577.1290340909092,568.7789045454546,587.032409090909,579.6903363636364,450.9837568181818,452.7523795454545,494.8523295454545,488.1776136363636,530.1719022727273,478.0266022727273,578.779525,546.0759272727272,450.55156590909087,437.53860227272725,312.1196477272727,281.78115454545457,795.904690909091,716.0562136363636,13096.474227272729,12432.489736363636
11140520,663.7871545454545,599.9716613636364,96.55084772727272,87.26860454545455,137.86545,226.10449545454546,423.8042727272727,776.3327590909091,1341.513515909091,1520.4979863636363,1905.4424295454546,1834.8380159090907,2534.6507522727275,2253.666861363636,2617.523834090909,2218.476015909091,2840.0801863636366,2384.5957363636367,2346.3126477272726,1769.8396977272728,1659.645184090909,1233.3609181818183,762.3705818181818,659.6169636363636,477.6992318181818,405.2898818181818,556.9533181818182,535.714184090909,708.3657727272728,368.7349931818182,346.1335545454545,180.177475,961.594575,716.9784204545454,1095.6802204545454,1654.7714840909093,2263.5787022727272,2263.010613636364,2233.0545500000003,2010.222025,2210.6771136363636,2028.5952318181817,1770.8514136363635,1619.2292931818183,1751.2321886363636,1653.4285522727273,1244.814684090909,1238.4727977272726,999.370175,978.8815795454545,634.330875,641.3229568181819,416.7810977272727,340.66785454545453,593.4078795454545,495.4085295454545,35594.07223863636,32695.47573409091
11140540,168.39553863636363,235.31402272727271,70.52447045454545,98.55011136363636,117.36191136363637,204.7138340909091,342.366175,560.1079727272728,1051.799690909091,1113.7009204545454,1444.6711522727273,1419.0395318181818,2181.1467000000002,1902.5433750000002,2197.485843181818,1802.0440931818184,2406.462775,1961.8312522727274,2023.3674727272728,1527.0513386363637,1489.2314045454546,1156.9621863636364,788.1073909090909,725.9818704545454,478.7513795454546,429.4414931818182,894.9987022727273,769.7102090909091,199.4249340909091,264.6048727272727,70.87008863636363,94.03322954545455,167.79564772727272,283.5595409090909,783.9587068181819,1003.544834090909,1495.033640909091,1489.7683749999999,1597.9245068181817,1539.6010659090907,1724.7626386363636,1621.6638954545454,1470.3255386363637,1414.1032590909092,1451.7507,1476.103059090909,1116.4573227272726,1143.806225,1033.0223045454545,1066.2735477272727,846.007634090909,754.2152886363637,648.4972181818182,536.9112590909091,1231.8693181818182,1014.5565681818182,29492.370925,27609.737290909092
11140550,510.96795227272725,483.01360227272727,156.12897045454545,147.58735227272726,246.33967954545457,437.8193477272727,682.7042454545455,1657.97145,1872.7691181818182,2360.672365909091,2617.151220454545,2634.166743181818,3487.6750749999997,3175.837106818182,3831.0546977272725,3133.139029545455,3680.957290909091,3187.1945363636364,2989.4399113636364,2488.1938,2021.2453022727275,1661.9575204545456,969.8850295454545,908.9920386363636,540.3531068181818,527.1307454545454,799.9546386363636,809.3269931818181,495.96811363636357,510.68057272727276,190.7569590909091,196.4155977272727,321.14157045454544,752.7677499999999,1638.276356818182,3416.5044090909087,2800.5324886363637,3548.3141863636365,2799.948968181818,2895.0895363636364,2944.150440909091,2763.7644840909093,2449.910177272727,2139.228677272727,2135.5802522727276,2239.533575,1418.9834931818182,1595.62615,1096.7069068181818,1217.9707022727273,869.6804022727273,782.4860545454546,592.6758272727274,544.1655340909091,988.2141431818181,905.1832795454545,45149.152354545455,47120.73316590909
11140570,337.4070227272727,294.61429772727274,112.46900681818182,98.20476136363636,210.50105909090908,275.51975,602.6745181818183,856.9509113636364,625.2387568181819,842.79325,687.4129863636364,771.1996068181819,812.2969568181817,851.1303090909091,841.6850681818181,847.2430818181818,976.8305113636362,979.013075,936.905409090909,892.8237227272726,779.1220772727273,728.85425,474.823625,444.08036818181813,326.2478295454546,303.2109454545455,425.65332045454545,412.5830931818182,176.83482272727272,159.08263181818182,83.41266818181818,75.03897045454545,257.8172159090909,313.49369545454545,811.9940272727273,1109.0758409090909,895.4632818181817,957.8661522727272,682.3685954545455,703.2378795454546,749.8934204545454,714.9221295454546,540.292525,507.73018863636366,538.0257681818182,552.502375,540.8641090909091,523.6848954545454,438.6890181818182,457.0129363636363,304.2110522727273,298.13833863636364,233.9010272727273,234.2236772727273,599.7643113636364,556.3442613636363,15002.799868181819,15760.575502272726
11140580,112.14761136363636,114.87977272727272,64.62758409090908,66.20207727272727,167.37948863636365,191.19161818181817,685.2285022727273,610.7635363636364,595.0612340909091,635.6456363636363,496.37011590909094,581.9094454545454,581.4615636363636,646.1937431818181,541.8468886363636,576.3356409090909,588.7870431818181,558.5174363636363,553.391825,488.7417772727273,508.46519318181817,465.61704545454546,322.52566590909095,269.1311318181818,205.40239545454548,197.30030227272727,402.2958386363636,352.868675,122.29183863636364,121.19884318181818,71.15162727272728,70.5157,133.227925,185.60305,863.6101113636363,892.4896568181819,626.8198613636364,730.6931772727272,502.53964545454545,639.0630863636363,583.7274636363636,715.732625,449.23936363636363,536.2887181818182,460.6584659090909,501.1007931818182,381.88513863636365,434.2367204545455,380.48427727272724,394.3157568181818,294.6105318181818,288.4624454545455,194.1268659090909,186.82392272727273,417.14474090909096,350.89841818181816,11306.508824999999,11802.720790909092
11140590,218.57323636363637,227.17891818181818,105.60267954545454,109.76045227272726,264.8211795454545,392.58838636363635,771.7186454545455,1285.5893318181818,1017.8847818181818,1361.6971272727274,1205.9448227272728,1422.5887318181817,1570.950825,1733.8522795454546,1400.3610113636364,1481.6778681818182,1552.8499840909092,1596.3939477272727,1326.2064068181817,1294.0358886363638,1114.3929454545453,1079.8705181818182,859.5256590909091,789.8242545454546,556.2758068181819,508.9707931818182,846.3815454545455,855.1871409090909,167.9863318181818,224.38358409090907,92.88660227272727,124.07098181818182,261.2037840909091,504.8941863636364,1156.6595727272727,1951.0719136363637,1556.6757113636363,2001.513815909091,1378.1294181818182,1612.4908636363637,1397.535456818182,1591.808297727273,1063.5221636363638,1190.2011340909091,1005.3887886363635,1213.2203363636363,839.1479727272728,1014.2083613636364,812.8956749999999,1000.6415318181819,622.199234090909,684.490084090909,407.4967318181818,417.9352477272727,985.0468295454546,896.9202909090909,24558.26378409091,28567.066304545453
11140605,109.32282727272727,92.54020227272727,44.53886363636364,37.701493181818186,79.8601,145.85295,279.0343181818182,689.5306227272727,558.0761568181819,948.4078704545453,773.3201795454545,998.2760113636364,1145.520790909091,1172.6399863636364,1212.3353477272726,1129.7256522727273,1331.010775,1229.1573272727273,1272.039209090909,1123.2852363636364,1250.8521727272728,1076.9887636363637,933.639259090909,737.2642681818181,544.8985795454545,493.6187931818182,964.4123977272727,768.3960227272728,115.38327954545456,85.05580909090908,50.16665227272727,36.98078409090909,79.56759545454545,224.4743090909091,445.59751590909093,1250.151509090909,804.9144477272727,1303.7375227272728,811.1246272727273,1000.9560863636362,906.3698772727272,891.5415636363637,703.5510477272727,608.8237977272728,940.5848454545455,712.9802159090909,700.0597681818182,626.699125,611.66005,555.9400590909091,445.9888795454545,436.4606477272727,293.62603863636366,267.0225340909091,539.4304318181818,465.7806227272727,17946.886036363638,19109.98979090909
11140615,134.55123409090908,122.2819818181818,98.04508181818181,89.10473181818182,316.3355,202.01123409090908,425.60984772727267,517.1392999999999,734.089125,795.395625,849.4824681818183,909.1711431818181,1204.6706045454546,1211.7198181818183,1077.2182136363635,1020.9097454545455,977.2725227272728,895.5483545454546,847.0105727272727,821.6040113636362,791.2717659090908,785.2710613636362,645.0895340909091,597.4203522727273,411.8513681818182,382.55249772727274,800.2741045454545,693.968125,149.33823863636363,181.24424772727272,64.34248636363635,78.08922045454545,182.1174727272727,263.0719772727273,635.8711545454545,922.6119295454545,892.0237954545454,1101.1638022727273,850.3767477272727,966.0072363636363,1147.040225,1167.6121295454545,954.0365227272727,902.6064909090909,946.4453000000001,852.749225,886.28875,826.5737886363636,884.7344681818181,832.3636477272728,753.5506159090909,640.2930954545454,473.1950136363637,366.0078772727273,1119.8215727272727,864.2576295454545,19251.954345454546,19008.75029772727
