행정동_ID,행정동_명칭,월,버스_승객_수_07시,버스_승객_수_08시,출근_시간_버스_승객_수,출근_시간_평일_일평균_승객수
11010530,사직동,02,18281.0,30413.0,48694.0,2318.7619047619046
11010540,삼청동,02,2017.0,3032.0,5049.0,240.42857142857142
11010550,부암동,02,10232.0,13206.0,23438.0,1116.095238095238
11010560,평창동,02,12724.0,13393.0,26117.0,1243.6666666666667
11010570,무악동,02,884.0,1558.0,2442.0,116.28571428571429
11010580,교남동,02,8214.0,11630.0,19844.0,944.952380952381
11010600,가회동,02,2609.0,4030.0,6639.0,316.14285714285717
11010610,"종로1,2,3,4가동",02,33510.0,63360.0,96870.0,4612.857142857143
11010630,"종로5,6가동",02,5316.0,10587.0,15903.0,757.2857142857143
11010640,이화동,02,15354.0,24495.0,39849.0,1897.5714285714287
11010670,창신1동,02,7158.0,12103.0,19261.0,917.1904761904761
11010680,창신2동,02,139.0,204.0,343.0,16.333333333333332
11010690,창신3동,02,2519.0,2851.0,5370.0,255.71428571428572
11010700,숭인1동,02,3243.0,5838.0,9081.0,432.42857142857144
11010710,숭인2동,02,7638.0,11609.0,19247.0,916.5238095238095
11010720,청운효자동,02,8390.0,10932.0,19322.0,920.0952380952381
11010730,혜화동,02,15475.0,23889.0,39364.0,1874.4761904761904
11020520,소공동,02,12264.0,22158.0,34422.0,1639.142857142857
11020540,회현동,02,23459.0,40047.0,63506.0,3024.095238095238
11020550,명동,02,19216.0,29696.0,48912.0,2329.1428571428573
11020570,필동,02,4168.0,7573.0,11741.0,559.0952380952381
11020580,장충동,02,2185.0,5129.0,7314.0,348.2857142857143
11020590,광희동,02,7471.0,13543.0,21014.0,1000.6666666666666
11020600,을지로동,02,1468.0,2620.0,4088.0,194.66666666666666
11020650,신당5동,02,4410.0,7909.0,12319.0,586.6190476190476
11020670,황학동,02,5452.0,7346.0,12798.0,609.4285714285714
11020680,중림동,02,6457.0,9978.0,16435.0,782.6190476190476
11020690,신당동,02,4293.0,5969.0,10262.0,488.6666666666667
11020700,다산동,02,6060.0,8751.0,14811.0,705.2857142857143
11020710,약수동,02,4165.0,7415.0,11580.0,551.4285714285714
11020720,청구동,02,1688.0,3174.0,4862.0,231.52380952380952
11020730,동화동,02,1961.0,2219.0,4180.0,199.04761904761904
11030510,후암동,02,10022.0,15978.0,26000.0,1238.095238095238
11030520,용산2가동,02,13064.0,21423.0,34487.0,1642.2380952380952
