행정동_ID,행정동_명칭,월,버스_승객_수_07시,버스_승객_수_08시,출근_시간_버스_승객_수,출근_시간_평일_일평균_승객수
11010530,사직동,09,26402.0,38373.0,64775.0,3084.5238095238096
11010540,삼청동,09,1380.0,1831.0,3211.0,152.9047619047619
11010550,부암동,09,15023.0,17339.0,32362.0,1541.047619047619
11010560,평창동,09,16204.0,15581.0,31785.0,1513.5714285714287
11010570,무악동,09,5404.0,6663.0,12067.0,574.6190476190476
11010580,교남동,09,19979.0,27512.0,47491.0,2261.4761904761904
11010600,가회동,09,3545.0,4183.0,7728.0,368.0
11010610,"종로1,2,3,4가동",09,26836.0,46462.0,73298.0,3490.3809523809523
11010630,"종로5,6가동",09,8166.0,14995.0,23161.0,1102.904761904762
11010640,이화동,09,19377.0,33648.0,53025.0,2525.0
11010670,창신1동,09,9641.0,15417.0,25058.0,1193.2380952380952
11010680,창신2동,09,214.0,259.0,473.0,22.523809523809526
11010690,창신3동,09,3037.0,3118.0,6155.0,293.0952380952381
11010700,숭인1동,09,3188.0,4353.0,7541.0,359.0952380952381
11010710,숭인2동,09,18805.0,30566.0,49371.0,2351.0
11010720,청운효자동,09,9195.0,10180.0,19375.0,922.6190476190476
11010730,혜화동,09,19679.0,24122.0,43801.0,2085.7619047619046
11020520,소공동,09,16119.0,28157.0,44276.0,2108.3809523809523
11020540,회현동,09,26317.0,41330.0,67647.0,3221.285714285714
11020550,명동,09,28935.0,43318.0,72253.0,3440.6190476190477
11020570,필동,09,4651.0,8079.0,12730.0,606.1904761904761
11020580,장충동,09,2877.0,5720.0,8597.0,409.3809523809524
11020590,광희동,09,7655.0,13114.0,20769.0,989.0
11020600,을지로동,09,5367.0,9979.0,15346.0,730.7619047619048
11020650,신당5동,09,9093.0,11723.0,20816.0,991.2380952380952
11020670,황학동,09,8655.0,11330.0,19985.0,951.6666666666666
11020680,중림동,09,14245.0,21841.0,36086.0,1718.3809523809523
11020690,신당동,09,4102.0,5352.0,9454.0,450.1904761904762
11020700,다산동,09,8060.0,10962.0,19022.0,905.8095238095239
11020710,약수동,09,8887.0,10762.0,19649.0,935.6666666666666
11020720,청구동,09,2918.0,3736.0,6654.0,316.85714285714283
11020730,동화동,09,3027.0,2958.0,5985.0,285.0
11030510,후암동,09,12086.0,15846.0,27932.0,1330.095238095238
11030520,용산2가동,09,12844.0,18358.0,31202.0,1485.8095238095239
11030530,남영동,09,31671.0,49296.0,80967.0,3855.5714285714284
11030570,원효로2동,09,15829.0,17532.0,33361.0,1588.6190476190477
11030580,효창동,09,12157.0,16488.0,28645.0,1364.047619047619
11030590,용문동,09,9798.0,15937.0,25735.0,1225.4761904761904
11030630,이촌1동,09,8443.0,10136.0,18579.0,884.7142857142857
11030640,이촌2동,09,13091.0,14180.0,27271.0,1298.6190476190477
11030650,이태원1동,09,5911.0,10644.0,16555.0,788.3333333333334
11030660,이태원2동,09,7392.0,9760.0,17152.0,816.7619047619048
11030690,서빙고동,09,12663.0,14977.0,27640.0,1316.1904761904761
11030700,보광동,09,6506.0,8514.0,15020.0,715.2380952380952
11030710,청파동,09,8952.0,11033.0,19985.0,951.6666666666666
11030720,원효로1동,09,23891.0,34460.0,58351.0,2778.6190476190477
11030730,한강로동,09,18748.0,32142.0,50890.0,2423.3333333333335
11030740,한남동,09,31377.0,45236.0,76613.0,3648.2380952380954
11040520,왕십리2동,09,5480.0,6235.0,11715.0,557.8571428571429
11040540,마장동,09,9320.0,10509.0,19829.0,944.2380952380952
11040550,사근동,09,6223.0,8148.0,14371.0,684.3333333333334
11040560,행당1동,09,12462.0,17278.0,29740.0,1416.1904761904761
11040570,행당2동,09,14416.0,15338.0,29754.0,1416.857142857143
11040580,응봉동,09,12499.0,13187.0,25686.0,1223.142857142857
11040590,금호1가동,09,12773.0,13407.0,26180.0,1246.6666666666667
