행정동_ID,행정동_명칭,월,버스_승객_수_18시,버스_승객_수_19시,퇴근_시간_버스_승객_수,퇴근_시간_평일_일평균_승객수
11010530,사직동,04,81497.0,44887.0,126384.0,5744.727272727273
11010540,삼청동,04,11768.0,7251.0,19019.0,864.5
11010550,부암동,04,24155.0,14412.0,38567.0,1753.0454545454545
11010560,평창동,04,15107.0,9784.0,24891.0,1131.409090909091
11010570,무악동,04,4196.0,3500.0,7696.0,349.8181818181818
11010580,교남동,04,22868.0,15623.0,38491.0,1749.590909090909
11010600,가회동,04,4520.0,2343.0,6863.0,311.95454545454544
11010610,"종로1,2,3,4가동",04,164846.0,104492.0,269338.0,12242.636363636364
11010630,"종로5,6가동",04,32288.0,19094.0,51382.0,2335.5454545454545
11010640,이화동,04,28459.0,16778.0,45237.0,2056.2272727272725
11010670,창신1동,04,15659.0,12457.0,28116.0,1278.0
11010680,창신2동,04,249.0,313.0,562.0,25.545454545454547
11010690,창신3동,04,1894.0,1965.0,3859.0,175.4090909090909
11010700,숭인1동,04,13472.0,11156.0,24628.0,1119.4545454545455
11010710,숭인2동,04,7821.0,5349.0,13170.0,598.6363636363636
11010720,청운효자동,04,15275.0,9128.0,24403.0,1109.2272727272727
11010730,혜화동,04,31513.0,23814.0,55327.0,2514.8636363636365
11020520,소공동,04,108679.0,58983.0,167662.0,7621.0
11020540,회현동,04,71122.0,47559.0,118681.0,5394.590909090909
11020550,명동,04,55496.0,35517.0,91013.0,4136.954545454545
11020570,필동,04,14327.0,9019.0,23346.0,1061.1818181818182
11020580,장충동,04,12579.0,7493.0,20072.0,912.3636363636364
11020590,광희동,04,25744.0,18389.0,44133.0,2006.0454545454545
11020600,을지로동,04,9888.0,6415.0,16303.0,741.0454545454545
11020650,신당5동,04,13282.0,11241.0,24523.0,1114.6818181818182
11020670,황학동,04,5572.0,4488.0,10060.0,457.27272727272725
11020680,중림동,04,11940.0,6974.0,18914.0,859.7272727272727
11020690,신당동,04,6043.0,4882.0,10925.0,496.59090909090907
11020700,다산동,04,5140.0,4066.0,9206.0,418.45454545454544
11020710,약수동,04,6187.0,5228.0,11415.0,518.8636363636364
11020720,청구동,04,5330.0,4876.0,10206.0,463.90909090909093
11020730,동화동,04,1801.0,1700.0,3501.0,159.13636363636363
11030510,후암동,04,9301.0,7228.0,16529.0,751.3181818181819
11030520,용산2가동,04,24423.0,23486.0,47909.0,2177.681818181818
11030530,남영동,04,39711.0,28514.0,68225.0,3101.1363636363635
11030570,원효로2동,04,13524.0,6068.0,19592.0,890.5454545454545
11030580,효창동,04,6449.0,4201.0,10650.0,484.09090909090907
11030590,용문동,04,5342.0,4134.0,9476.0,430.72727272727275
11030630,이촌1동,04,12243.0,10506.0,22749.0,1034.0454545454545
11030640,이촌2동,04,5917.0,6129.0,12046.0,547.5454545454545
11030650,이태원1동,04,10801.0,8675.0,19476.0,885.2727272727273
11030660,이태원2동,04,7948.0,6312.0,14260.0,648.1818181818181
11030690,서빙고동,04,11158.0,7565.0,18723.0,851.0454545454545
11030700,보광동,04,6869.0,4550.0,11419.0,519.0454545454545
11030710,청파동,04,13326.0,10023.0,23349.0,1061.3181818181818
11030720,원효로1동,04,20659.0,11745.0,32404.0,1472.909090909091
11030730,한강로동,04,69435.0,45082.0,114517.0,5205.318181818182
11030740,한남동,04,58295.0,41355.0,99650.0,4529.545454545455
11040520,왕십리2동,04,6120.0,5882.0,12002.0,545.5454545454545
11040540,마장동,04,12101.0,9309.0,21410.0,973.1818181818181
11040550,사근동,04,11657.0,9413.0,21070.0,957.7272727272727
11040560,행당1동,04,29756.0,26169.0,55925.0,2542.0454545454545
11040570,행당2동,04,9440.0,7488.0,16928.0,769.4545454545455
11040580,응봉동,04,4255.0,3400.0,7655.0,347.95454545454544
11040590,금호1가동,04,5587.0,4535.0,10122.0,460.09090909090907
11040620,금호4가동,04,14682.0,11421.0,26103.0,1186.5
11040650,성수1가1동,04,15385.0,11983.0,27368.0,1244.0
11040660,성수1가2동,04,11447.0,8592.0,20039.0,910.8636363636364
11040670,성수2가1동,04,9587.0,6239.0,15826.0,719.3636363636364
11040680,성수2가3동,04,17654.0,10630.0,28284.0,1285.6363636363637
11040690,송정동,04,7517.0,3817.0,11334.0,515.1818181818181
11040700,용답동,04,18104.0,12921.0,31025.0,1410.2272727272727
11040710,왕십리도선동,04,15919.0,13474.0,29393.0,1336.0454545454545
11040720,"금호2,3가동",04,8003.0,6056.0,14059.0,639.0454545454545
11040730,옥수동,04,16515.0,12267.0,28782.0,1308.2727272727273
11050530,화양동,04,24061.0,20118.0,44179.0,2008.1363636363637
11050540,군자동,04,16506.0,12771.0,29277.0,1330.7727272727273
11050550,중곡1동,04,8225.0,6491.0,14716.0,668.9090909090909
11050560,중곡2동,04,9009.0,7343.0,16352.0,743.2727272727273
11050570,중곡3동,04,7630.0,6555.0,14185.0,644.7727272727273
11050580,중곡4동,04,5979.0,4892.0,10871.0,494.1363636363636
11050590,능동,04,13243.0,10137.0,23380.0,1062.7272727272727
11050600,구의1동,04,17566.0,11890.0,29456.0,1338.909090909091
11050610,구의2동,04,13722.0,9890.0,23612.0,1073.2727272727273
11050620,구의3동,04,17781.0,14274.0,32055.0,1457.0454545454545
11050630,광장동,04,9912.0,6429.0,16341.0,742.7727272727273
11050640,자양1동,04,10745.0,7163.0,17908.0,814.0
11050650,자양2동,04,10415.0,7273.0,17688.0,804.0
11050660,자양3동,04,13658.0,10913.0,24571.0,1116.8636363636363
11050670,자양4동,04,13014.0,11201.0,24215.0,1100.6818181818182
11060710,회기동,04,13105.0,9066.0,22171.0,1007.7727272727273
11060720,휘경1동,04,23219.0,16577.0,39796.0,1808.909090909091
11060730,휘경2동,04,20503.0,13545.0,34048.0,1547.6363636363637
11060800,청량리동,04,22451.0,17215.0,39666.0,1803.0
11060810,용신동,04,78587.0,47925.0,126512.0,5750.545454545455
11060820,제기동,04,39800.0,26860.0,66660.0,3030.0
11060830,전농1동,04,49009.0,37542.0,86551.0,3934.1363636363635
11060840,전농2동,04,14821.0,10026.0,24847.0,1129.409090909091
11060860,답십리2동,04,20764.0,15142.0,35906.0,1632.090909090909
11060870,장안1동,04,47183.0,35500.0,82683.0,3758.318181818182
11060880,장안2동,04,24712.0,20689.0,45401.0,2063.681818181818
11060890,이문1동,04,14286.0,10397.0,24683.0,1121.9545454545455
11060900,이문2동,04,7214.0,5659.0,12873.0,585.1363636363636
11060910,답십리1동,04,14927.0,9241.0,24168.0,1098.5454545454545
11070520,면목2동,04,9563.0,7982.0,17545.0,797.5
11070540,면목4동,04,8002.0,7626.0,15628.0,710.3636363636364
11070550,면목5동,04,6886.0,6256.0,13142.0,597.3636363636364
11070570,면목7동,04,11408.0,9891.0,21299.0,968.1363636363636
11070590,상봉1동,04,4326.0,2891.0,7217.0,328.04545454545456
11070600,상봉2동,04,36374.0,31336.0,67710.0,3077.7272727272725
11070610,중화1동,04,6375.0,5537.0,11912.0,541.4545454545455
11070620,중화2동,04,20635.0,17300.0,37935.0,1724.3181818181818
11070640,묵1동,04,13860.0,12359.0,26219.0,1191.7727272727273
11070650,묵2동,04,4223.0,3429.0,7652.0,347.8181818181818
11070680,망우3동,04,5993.0,5587.0,11580.0,526.3636363636364
11070690,신내1동,04,24756.0,15837.0,40593.0,1845.1363636363637
11070700,신내2동,04,23529.0,18651.0,42180.0,1917.2727272727273
11070710,면목본동,04,26602.0,27667.0,54269.0,2466.7727272727275
11070720,"면목3,8동",04,21427.0,18705.0,40132.0,1824.1818181818182
11070730,망우본동,04,28274.0,23348.0,51622.0,2346.4545454545455
11080580,돈암1동,04,26252.0,21345.0,47597.0,2163.5
